address,annotate,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,journal,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,year,entrytype,tags,intrahash,citation,merged
 , ,S. Chandrakala and C. Chandra Sekhar,PReMI, ,conf/premi/2009, ,Santanu Chaudhury and Sushmita Mitra and C. A. Murthy and P. S. Sastry and Sankar K. Pal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Classification of Multi-variate Varying Length Time Series Using Descriptive Statistical Features., ,5909,2009,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ffd03df16e9e3dcc198261b31502704e, , 
 , ,Jayadeva and Sameena Shah and Suresh Chandra,PReMI, ,conf/premi/2009, ,Santanu Chaudhury and Sushmita Mitra and C. A. Murthy and P. S. Sastry and Sankar K. Pal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Kernel Optimization Using a Generalized Eigenvalue Approach., ,5909,2009,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,107c0328e79b3c672793d8cc8eacf313, , 
 , ,S. V. Srikanth and P. J. Pramod and K. P. Dileep and S. Tapas and Mahesh U. Patil and N. Sarat Chandra Babu,AINA Workshops, ,conf/aina/2009w, , , , , , , , , , , ,IEEE Computer Society, , ,Design and Implementation of a Prototype Smart PARKing (SPARK) System Using Wireless Sensor Networks., , ,2009,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,df00e644d30f1356b54de7d2b30b8c6d, , 
 , ,B. Jayashree and Praveen T. Reddy and Y. Leeladevi and Jonathan H. Crouch and V. Mahalakshmi and Hutokshi K. Buhariwalla and K. E. Eshwar and Emma Mace and Rolf Folksterma and S. Senthilvel and Rajeev K. Varshney and K. Seetha and R. Rajalakshmi and V. P. Prasanth and Subhash Chandra and L. Swarupa and P. SriKalyani and David A. Hoisington, , , , , , , ,BMC Bioinformatics, , , , , , , , , ,Laboratory Information Management Software for genotyping workflows: applications in high throughput crop genotyping., ,7,2006,article,http://www.bibsonomy.org/api/tags/dblpdblp,24a17c5622a225c1acdd281a31cbd861, , 
 , ,Md. Shiblee and Prem Kumar Kalra and B. Chandra,ICONIP (2), ,conf/iconip/2009-2, ,Mario Köppen and Nikola K. Kasabov and George G. Coghill, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Time Series Prediction with Multilayer Perceptron (MLP): A New Generalized Error Based Approach., ,5507,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,b27bac702b045e32b084a099c4253d44, , 
 , ,A. Vijaya Rama Raju and C. Chandra Sekhar,ICONIP (2), ,conf/iconip/2009-2, ,Mario Köppen and Nikola K. Kasabov and George G. Coghill, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,An SVM Based Approach to Cross-Language Adaptation for Indian Languages., ,5507,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e292a6f3b1c586894b7ca5f20d145a56, , 
 , ,Sanjay Kumar Madria and S. N. Maheshwari and B. Chandra and Bharat K. Bhargava,DEXA, ,conf/dexa/1997, ,Abdelkader Hameurlain and A. Min Tjoa, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Crash Recovery in an Open and Safe Nested Transaction Model., ,1308,1997,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,40665063f61ea296ebff791bbb637828, , 
 , ,Xiaoyan A. Qu and Ranga Chandra Gudivada and Anil G. Jegga and Eric K. Neumann and Bruce J. Aronow, , , , , , , ,BMC Bioinformatics, , , ,S-5, , , , , ,Inferring novel disease indications for known drugs by semantically linking drug action and disease mechanism relationships., ,10,2009,article,http://www.bibsonomy.org/api/tags/dblpdblp,868043c0643e5aab5c475289664a8f5b, , 
 , ,S. Chandra and K. Lahiri and A. Raghunathan and S. Dey, , , , , , , ,"Very Large Scale Integration (VLSI) Systems, IEEE Transactions on", ,Sept., ,9, , , , , ,Variation-Tolerant Dynamic Power Management at the System-Level, ,17,2009,article,http://www.bibsonomy.org/api/tags/phd_uncassifiedphd_uncassified,894e61c795f0dcb480b35b249f033eab, , 
 , ,S. Chandra and K. Lahiri and A.S. Raghunathan,"Design Automation Conference, 2007. DAC '07. 44th ACM/IEEE", , , , , , , , ,June, , , , , , , ,System-on-Chip Power Management Considering Leakage Power Variations, , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/phd_uncassifiedphd_uncassified,d74b1dbad74a2a7e03349bb5ee4743e2, , 
 , ,A. K. Verma and Sanjay Chandra and B. K. Dhindaw, , , , , , , ,Applied Mathematics and Computation, , , ,2, , , , , ,An alternative fixed grid method for solution of the classical one-phase Stefan problem., ,158,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,71eea965a70656ad035c7077ee1e345c, , 
 , ,Ranga Chandra Gudivada and Xiaoyan A. Qu and Jing Chen and Anil G. Jegga and Eric K. Neumann and Bruce J. Aronow, , , , , , , ,Journal of Biomedical Informatics, , , ,5, , , , , ,Identifying disease-causal genes using Semantic Web-based representation of integrated genomic and phenomic knowledge., ,41,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,794e51a366948d7e05ec7d11e8b732fd, , 
 , ,S. K. Goyal and Bibhas Chandra Giri, , , , , , , ,European Journal of Operational Research, , , ,3, , , , , ,"The production-inventory problem of a product with time varying demand, production and deterioration rates.", ,147,2003,article,http://www.bibsonomy.org/api/tags/dblpdblp,6d537910dc936a0d269f6c105217f70c, , 
 , ,J. B. Shukla and A. K. Misra and Peeyush Chandra, , , , , , , ,Applied Mathematics and Computation, , , ,2, , , , , ,Modeling and analysis of the algal bloom in a lake caused by discharge of nutrients., ,196,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,81f574a22b396f06c428b9ae9e25c88b, , 
 , ,Mani Thomas and Senthil Kumar and Chandra Kambhamettu,ICVS, ,conf/icvs/2008, ,Antonios Gasteratos and Markus Vincze and John K. Tsotsos, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Face Recognition Using a Color PCA Framework., ,5008,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e6f72f193b71526bcae9a71b4a2e19eb, , 
 , ,K. K. Aggarwal and Yogesh Singh and Pravin Chandra and Manimala Puri, , , , , , , ,ACM SIGSOFT Software Engineering Notes, , , ,4, , , , , ,Evaluation of various training algorithms in a neural network model for software engineering applications., ,30,2005,article,http://www.bibsonomy.org/api/tags/dblpdblp,89e8d980f3ee5805ca9395b7da75f07c, , 
 , ,A. Ullah and V. K. Srivastava and R. Chandra, , , , , , , ,Journal of Econometrics, ,Apr, ,3, , , , , ,Properties of shrinkage estimators in linear regression when disturbances are not normal, ,21,1983,article,http://www.bibsonomy.org/api/tags/importedimported,4d6aa6e0a9be9b6f706e4fcb9bd9b97f, , 
 , ,K. G. Subramanian and A. Roslin Sagaya Mary and P. Helen Chandra,IICAI, , , , , , , , , , , , , , , , ,On the Inference of Linear Single Tree Grammars from Positive Structural Information., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,7746225dc7b589ef81d1c420e2adf479, , 
 , ,Subhash Chandra Pandey and P. K. Mishra,World Congress on Engineering, ,conf/wce/2007, ,Sio Iong Ao and Leonid Gelman and David W. L. Hukins and Andrew Hunter and A. M. Korsunsky, , , , , , , , , ,Newswood Limited, ,Lecture Notes in Engineering and Computer Science,Modified Memory Convergence with Fuzzy PSO., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,7f19f78e17ce2cf8614cb20f18a4e013, , 
 , ,T. Chakroborty and Bibhas Chandra Giri and K. S. Chaudhuri, , , , , , , ,Int. J. Systems Science, , , ,6, , , , , ,A heuristic for replenishment of deteriorating items with time-varying demand and shortages in all cycles., ,29,1998,article,http://www.bibsonomy.org/api/tags/dblpdblp,5e39df5d70533f6eb76e09e0b26a4400, , 
 , ,S. Chandra Sekhara Rao and Pravir K. Dutt and Mohan K. Kadalbajoo, , , , , , , ,Parallel Algorithms Appl., , , ,3, , , , , ,A Parallel Algorithm for Banded Linear System., ,14,2000,article,http://www.bibsonomy.org/api/tags/dblpdblp,6d5054b042401b03b1f4a1c264a3908c, , 
 , ,Suraj Peri and J. Daniel Navarro and Troels Z. Kristiansen and Ramars Amanchy and Vineeth Surendranath and Babylakshmi Muthusamy and T. K. B. Gandhi and K. N. Chandrika and Nandan Deshpande and Shubha Suresh and B. P. Rashmi and K. Shanker and N. Padma and Vidya Niranjan and H. C. Harsha and Naveen Talreja and B. M. Vrushabendra and M. A. Ramya and A. J. Yatish and Mary Joy and H. N. Shivashankar and M. P. Kavitha and Minal Menezes and Dipanwita Roy Chowdhury and Neelanjana Ghosh and R. Saravana and Sreenath Chandran and S. Sujatha Mohan and Chandra Kiran Jonnalagadda and C. K. Prasad and Chandan Kumar-Sinha and Krishna S. Deshpande and Akhilesh Pandey, , , , , , , ,Nucleic Acids Research, , , ,Database-Issue, , , , , ,Human protein reference database as a discovery resource for proteomics., ,32,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,3874f5db4a11a6f6029d3413e1ef2dcc, , 
 , ,Umesh Chandra Pati and Pranab K. Dutta and Alok Barua,IPCV, ,conf/ipcv/2007, ,Hamid R. Arabnia, , , , , , , , , ,CSREA Press, , ,Multimodal Image Fusion of a Real World Object., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ed52d0a5dce61254d446675fadce8863, , 
 , ,Sabu M. Thampi and K. Chandra Sekaran, , , , , , , ,CoRR, , ,informal publication, , , , , , ,A System for Predicting Subcellular Localization of Yeast Genome Using Neural Network, ,abs/0710.2227,2007,article,http://www.bibsonomy.org/api/tags/dblpdblp,0eaad8369278cc245b3f5b561b38f38b, , 
 , ,Ashok K. Chandra and Vijay S. Iyengar and D. Jameson and R. V. Jawalekar and Indira Nair and Barry K. Rosen and Michael P. Mullen and J. Yoon and R. Armoni and Daniel Geist and Yaron Wolfsthal, , , , , , , ,IEEE Trans. VLSI Syst., , , ,2, , , , , ,AVPGEN-A test generator for architecture verification., ,3,1995,article,http://www.bibsonomy.org/api/tags/dblpdblp,45c8856e17c9b16841ae7f475a092442, , 
 , ,Jodi E. Hirschman and Rama Balakrishnan and Karen R. Christie and Maria C. Costanzo and Selina S. Dwight and Stacia R. Engel and Dianna G. Fisk and Eurie L. Hong and Michael S. Livstone and Robert S. Nash and Julie Park and Rose Oughtred and Marek S. Skrzypek and Barry Starr and Chandra L. Theesfeld and Jennifer Williams and Rey Andrada and Gail Binkley and Qing Dong and Christopher Lane and Stuart R. Miyasato and Anand Sethuraman and Mark Schroeder and Mayank K. Thanawala and Shuai Weng and Kara Dolinski and David Botstein and J. Michael Cherry, , , , , , , ,Nucleic Acids Research, , , ,Database-Issue, , , , , ,Genome Snapshot: a new resource at the Saccharomyces Genome Database (SGD) presenting an overview of the Saccharomyces cerevisiae genome., ,34,2006,article,http://www.bibsonomy.org/api/tags/dblpdblp,4f62db96340390436966ad65dc3481b6, , 
 , ,Chandra Chekuri and Paul Claisse and René-Jean Essiambre and Steven Fortune and Daniel C. Kilper and Wonsuck Lee and Nachi K. Nithi and Iraj Saniee and F. Bruce Shepherd and Christopher A. White and Gordon T. Wilfong and Lisa Zhang, , , , , , , ,Bell Labs Technical Journal, , , ,2, , , , , ,Design tools for transparent optical networks., ,11,2006,article,http://www.bibsonomy.org/api/tags/dblpdblp,d47066c471dc42caf8f6210efe34cb40, , 
 , ,K. S. Chandra and T. V. Ramanathan, , , , , , , ,IEEE Transactions on Reliability, , , ,2, , , , , ,Modeling inefficiencies in a reliability system using stochastic frontier regression., ,53,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,dcd951e9f25f68aac6042aba00099c8b, , 
 , ,S. K. Manhas and D. Chandra Sekhar and A. S. Oates and M. M. De Souza, , , , , , , ,Microelectronics Reliability, , , ,4, , , , , ,Characterisation of series resistance degradation through charge pumping technique., ,43,2003,article,http://www.bibsonomy.org/api/tags/dblpdblp,61453dbf8f1430da0913743d65ab48c0, , 
 , ,M. M. De Souza and S. K. Manhas and D. Chandra Sekhar and A. S. Oates and Prasad Chaparala, , , , , , , ,Microelectronics Reliability, , , ,1, , , , , ,Influence of mobility model on extraction of stress dependent source-drain series resistance., ,44,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,18e14efcf4c645a912e3521115c6c1b4, , 
 , ,Ashok Srinivasan and Yanan Yu and Namas Chandra,HiPC, ,conf/hipc/2005, ,David A. Bader and Manish Parashar and Sridhar Varadarajan and Viktor K. Prasanna, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Application of Reduce Order Modeling to Time Parallelization., ,3769,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,39d01c997f8f934dc0f0bb5c04134f2a, , 
 , ,J. Daniel Navarro and Naveen Talreja and Suraj Peri and B. M. Vrushabendra and B. P. Rashmi and N. Padma and Vineeth Surendranath and Chandra Kiran Jonnalagadda and P. S. Kousthub and Nandan Deshpande and K. Shanker and Akhilesh Pandey, , , , , , , ,BMC Bioinformatics, , , , , , , , , ,BioBuilder as a database development and functional annotation platform for proteins., ,5,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,5c090e66c7cd956eb121fb6f130da06f, , 
 , ,P. Helen Chandra and K. G. Subramanian and D. G. Thomas and Do Long Van, , , , , , , ,Electr. Notes Theor. Comput. Sci., , , , , , , , , ,A note on parallel splicing on images., ,46,2001,article,http://www.bibsonomy.org/api/tags/dblpdblp,f77776bf8f5ec8767069bb7e2b2c555a, , 
 , ,Ashok K. Chandra and Harry R. Lewis and Johann A. Makowsky,STOC, ,conf/stoc/STOC13, , , , , , , , , , , ,ACM, , ,Embedded Implicational Dependencies and their Inference Problem, , ,1981,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e98f59d5b3c76e5c3839bc5a7cc7fce0, , 
 , ,Alok Aggarwal and Bowen Alpern and Ashok K. Chandra and Marc Snir,STOC, ,conf/stoc/STOC19, , , , , , , , , , , ,ACM, , ,A Model for Hierarchical Memory, , ,1987,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,6923f3e45b88ab11558bf364182a0e50, , 
 , ,Ashok K. Chandra and Prabhakar Raghavan and Walter L. Ruzzo and Roman Smolensky and Prasoon Tiwari,STOC, ,conf/stoc/STOC21, , , , , , , , , , , ,ACM, , ,The Electrical Resistance of a Graph Captures its Commute and Cover Times (Detailed Abstract), , ,1989,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,963eff64fe1cfd4429d63c166722dd34, , 
"Chicago, Illinois", ,Ashok K. Chandra and Larry J. Stockmeyer and Uzi Vishkin,FOCS, ,conf/focs/FOCS23, , , , , , ,November, , , , ,IEEE, , ,A Complexity Theory for Unbounded Fan-In Parallelism, , ,1982,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,f479fca94d5d5874e8f614a6c34df68a, , 
 , ,Robert P. Colwell and W. Eric Hall and Chandra S. Joshi and David B. Papworth and Paul K. Rodman and James E. Tornes,SC, , , , , , , , , , , , , , , , ,Architecture and implementation of a VLIW supercomputer., , ,1990,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,7cce944ba0d9cbb17ffd9aade3bbbdc6, , 
 , ,Bibhas Chandra Giri and T. Chakrabarty and K. S. Chaudhuri, , , , , , , ,Computers & OR, , , ,6, , , , , ,A note on a lot sizing heuristic for deteriorating items with time-varying demands and shortages., ,27,2000,article,http://www.bibsonomy.org/api/tags/dblpdblp,1565d4c0e01c2cf022287464dd93b091, , 
 , ,Min Li and Chandra Kambhamettu and Maureen C. Stone,ACCV (1), ,conf/accv/2006-1, ,P. J. Narayanan and Shree K. Nayar and Heung-Yeung Shum, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Level Set Approach for Shape Recovery of Open Contours., ,3851,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c6a2fa45bb549007d2a780642d784e37, , 
 , ,Thitiwan Srinark and Chandra Kambhamettu and Maureen C. Stone,ACCV (2), ,conf/accv/2006-2, ,P. J. Narayanan and Shree K. Nayar and Heung-Yeung Shum, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Hierarchical Method for 3D Rigid Motion Estimation., ,3852,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ebe95081b706a210a4636ee20d02e6ad, , 
 , ,S. Srivastava and S. C. Bose and B. P. Mathur and Arti Noor and Raj Singh and A. S. Mandal and K. Prabhakaran and A. Karmakar and Chandra Shekhar and Sudhir Kumar and Amit K. Agarwal,VLSI Design, ,conf/vlsid/1998, , , , , , , , , , , ,IEEE Computer Society, , ,Evolution of Architectural Concepts and Design Methods of Microprocessors., , ,1998,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,97455fc855d44f97d70914761499b42c, , 
 , ,R. Suguna and N. Sudha and C. Chandra Sekhar,ICONIP, ,conf/iconip/2004, ,Nikhil R. Pal and Nikola Kasabov and Rajani K. Mudi and Srimanta Pal and Swapan K. Parui, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Fast and Efficient Face Detection Technique Using Support Vector Machine., ,3316,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,146311b0caddf8ffdca92683a147c7af, , 
 , ,D. A. Kightley and Navin Chandra and K. O. Elliston,Pacific Symposium on Biocomputing, ,conf/psb/2004, ,Russ B. Altman and A. Keith Dunker and Lawrence Hunter and Tiffany A. Jung and Teri E. Klein, , , , , , , , , ,World Scientific, , ,Inferring Gene Regulatory Networks from Raw Data: A Molecular Epistemics Approach., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,910c53c55e36bdfdba8fe42871587571, , 
 , ,Michael Gundlach and Sarah Doster and Haijin Yan and David K. Lowenthal and Scott A. Watterson and Surendar Chandra,ICPP, ,conf/icpp/2004, , , , , , , , , , , ,IEEE Computer Society, , ,"Dynamic, Power-Aware Scheduling for Mobile Clients Using a Transparent Proxy.", , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,95545c99cc38d2492dc60f093a7a9042, , 
 , ,Ashok K. Chandra, , , , , , , ,"J. Comb. Theory, Ser. A", , , ,1, , , , , ,"Independent Permutations, as Related to a Problem of Moser and a Theorem of Pólya.", ,16,1974,article,http://www.bibsonomy.org/api/tags/dblpdblp,9e1b881c45a3a65ad10942d595f5efbc, , 
 , ,Gregory J. Chaitin and Marc A. Auslander and Ashok K. Chandra and John Cocke and Martin E. Hopkins and Peter W. Markstein, , , , , , , ,Comput. Lang., , , ,1, , , , , ,Register Allocation Via Coloring., ,6,1981,article,http://www.bibsonomy.org/api/tags/dblpdblp,bfabb5c4c1d8eea928b8b62bf835ba96, , 
 , ,H. Raymond Strong and George Markowsky and Ashok K. Chandra, , , , , , , ,J. ACM, , , ,3, , , , , ,Search within a Page., ,26,1979,article,http://www.bibsonomy.org/api/tags/dblpdblp,abca65a73a5b0f57ac811a20c0ba4f21, , 
 , ,Arie Segev and Rakesh Chandra,Advanced Database Systems, ,journals/lncs/1993-759, ,Nabil R. Adam and Bharat K. Bhargava, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Data Model for Time-Series Analysis., ,759,1993,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,b05706f60da6c90e03b343409c5867f2, , 
 , ,David A. Wood and Satish Chandra and Babak Falsafi and Mark D. Hill and James R. Larus and Alvin R. Lebeck and James C. Lewis and Shubhendu S. Mukherjee and Subbarao Palacharla and Steven K. Reinhardt,ISCA, , , , , , , , , , , , , , , , ,Mechanisms for Cooperative Shared Memory., , ,1993,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,0947b4904facecd34b3c423fab66e8b0, , 
 , ,Barun Chandra and Howard J. Karloff and Craig A. Tovey,SODA, , , , , , , , , , , , , , , , ,New Results on the Old k-Opt Algorithm for the TSP., , ,1994,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,4aea972127d7763a729deefa1bd856aa, , 
 , ,Michael A. Bender and Chandra Chekuri,WADS, ,conf/wads/1999, ,Frank K. H. A. Dehne and Arvind Gupta and Jörg-Rüdiger Sack and Roberto Tamassia, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Performance Guarantees for the TSP with a Parameterized Triangle Inequality., ,1663,1999,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e55b15168154900113d20cf784803ed8, , 
 , ,Ashok K. Chandra and Prabhakar Raghavan and Walter L. Ruzzo and Roman Smolensky and Prasoon Tiwari, , , , , , , ,Computational Complexity, , , ,4, , , , , ,The Electrical Resistance of a Graph Captures its Commute and Cover Times., ,6,1997,article,http://www.bibsonomy.org/api/tags/dblpdblp,4c575fbc78953e0f71ef03176eb127aa, , 
 , ,Barun Chandra and Howard J. Karloff and Craig A. Tovey, , , , , , , ,SIAM J. Comput., , , ,6, , , , , ,New Results on the Old k-opt Algorithm for the Traveling Salesman Problem., ,28,1999,article,http://www.bibsonomy.org/api/tags/dblpdblp,1debfa46aa376a589d68ccbea66a5374, , 
 , ,Ashok K. Chandra and C. K. Wong, , , , , , , ,SIAM J. Comput., , , ,3, , , , , ,Worst-Case Analysis of a Placement Algorithm Related to Storage Allocation., ,4,1975,article,http://www.bibsonomy.org/api/tags/dblpdblp,ff712b8d02f2687fd45e9bb082f71ca4, , 
 , ,Ashok K. Chandra and Harry R. Lewis and Johann A. Makowsky,XP1 Workshop on Database Theory, ,conf/xp/1980, ,David Maier, , , , , , , , , , , , ,Embedded Implicational Dependencies and their Inference Problem., , ,1980,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ed22c66c2b89b4fe8f87d5def233f6c7, , 
 , ,J. A Huffman and K. S Docherty and A. C Aiken and M. J Cubison and I. M Ulbrich and P. F DeCarlo and D Sueper and J. T Jayne and D. R Worsnop and Paul J Ziemann and J. L Jiimenez, , , , , , , ,Atmospheric Chemistry and Physics, ,Jan, ,18, , , , , ,Chemically-resolved aerosol volatility measurements from two megacity field studies, ,9,2009,article,"http://www.bibsonomy.org/api/tags/Mass-Spectrometry,Mass-Spectrometry,http://www.bibsonomy.org/api/tags/Measurements,Measurements,http://www.bibsonomy.org/api/tags/Probe,Probe,http://www.bibsonomy.org/api/tags/OrganicOrganichttp://www.bibsonomy.org/api/tags/Aerosol,Aerosol,http://www.bibsonomy.org/api/tags/Mexico-CityMexico-Cityhttp://www.bibsonomy.org/api/tags/ParticleParticlehttp://www.bibsonomy.org/api/tags/Characterization,Characterization,http://www.bibsonomy.org/api/tags/MobilityMobilityhttp://www.bibsonomy.org/api/tags/Organics,Organics,http://www.bibsonomy.org/api/tags/WidthWidthhttp://www.bibsonomy.org/api/tags/High-Resolution,High-Resolution,http://www.bibsonomy.org/api/tags/SemivolatileSemivolatilehttp://www.bibsonomy.org/api/tags/Analyzer,Analyzer,http://www.bibsonomy.org/api/tags/Concentration,Concentration,http://www.bibsonomy.org/api/tags/AerodynamicAerodynamichttp://www.bibsonomy.org/api/tags/BeamBeamhttp://www.bibsonomy.org/api/tags/DensityDensityhttp://www.bibsonomy.org/api/tags/SecondarySecondaryhttp://www.bibsonomy.org/api/tags/DiameterDiameterhttp://www.bibsonomy.org/api/tags/DifferentialDifferential",cdf4c291218d4d96f1b3a422a8fe4fbd, , 
 , ,R Garland and M Wise and M Beaver and H DeWitt and A Aiken and J. L Jiimenez and M Tolbert, , , , , , , ,Atmospheric Chemistry and Physics, ,Aug, , , , , , , ,Impact of palmitic acid coating on the water uptake and loss of ammonium sulfate particles, ,5,2005,article,http://www.bibsonomy.org/api/tags/importedimported,819b158651a2d6098af761bf8e2eaca2, , 
 , ,Peter F DeCarlo and Joel R Kimmel and Achim Trimborn and Megan J Northway and John T Jayne and Allison C Aiken and Marc Gonin and Katrin Fuhrer and Thomas Horvath and Kenneth S Docherty and Doug R Worsnop and Jose L Jimenez, , , , , , , ,Analytical Chemistry, ,Jan, ,24, , , , , ,"Field-deployable, high-resolution, time-of-flight aerosol mass spectrometer", ,78,2006,article,"http://www.bibsonomy.org/api/tags/OrganicOrganichttp://www.bibsonomy.org/api/tags/Aerosols,Aerosols,http://www.bibsonomy.org/api/tags/Diameter,Diameter,http://www.bibsonomy.org/api/tags/Size,Size,http://www.bibsonomy.org/api/tags/ParticlesParticleshttp://www.bibsonomy.org/api/tags/System,System,",778f86e056380a15004c111c2f05bdfd, , 
 , ,G Paredes-Miranda and W Arnott and J. L Jiimenez and A Aiken and J Gaffney and N Marley, , , , , , , ,Atmospheric Chemistry and Physics, , ,"457XD
Times Cited:0
Cited References Count:48",11, , , , , ,Primary and secondary contributions to aerosol light scattering and absorption in Mexico City during the MILAGRO 2006 campaign, ,9,2009,article,http://www.bibsonomy.org/api/tags/importedimported,eeee4a88fecde7eea223f10a0cc22a9b, , 
 , ,Bob Aiken and John Strassner and Brian E. Carpenter and Ian Foster and Clifford Lynch and Joe Mambretti and Reagan Moore and Benjamin Teitelbaum, , , , , , , , , ,feb, , ,IETF, , , , ,"RFC~2768: Network Policy and Services: A Report of a Workshop on
	Middleware", , ,2000,manual,http://www.bibsonomy.org/api/tags/importedimported,0caad7c80d255c9b2ace31528905ea97, , 
 , ,Katherine A. Yelick and Luigi Semenzato and Geoff Pike and Carleton Miyamoto and Ben Liblit and Arvind Krishnamurthy and Paul N. Hilfinger and Susan L. Graham and David Gay and Phillip Colella and Alexander Aiken, , , , , , , ,Concurrency - Practice and Experience, , , ,11-13, , , , , ,Titanium: A High-performance Java Dialect, ,10,1998,article,http://www.bibsonomy.org/api/tags/JavaJavahttp://www.bibsonomy.org/api/tags/BarrierBarrierhttp://www.bibsonomy.org/api/tags/TitaniumTitaniumhttp://www.bibsonomy.org/api/tags/ConcurrencyConcurrency,17384e5ee431351f12f5dd793371cb1f, , 
 , ,Mehran Sahami and Alex Aiken and Julie Zelenski,SIGCSE, ,conf/sigcse/2010, ,Gary Lewandowski and Steven A. Wolfman and Thomas J. Cortina and Ellen Lowenfeld Walker, , , , , , , , , ,ACM, , ,Expanding the frontiers of computer science: designing a curriculum to reflect a diverse field., , ,2010,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,812767af2e2fac0f6602901501518f01, , 
 , ,J.A. Yoder and J. Aiken and R.N Swift and F.E. Hoge and P.M. Stegmann, , , , , , , ,Deep-Sea Research II, , , ,1/2, , , , , ,"Spatial variability in near-surface chlorophyll {\it a}
          fluorescence measured by the {Airborne Oceanographic Lidar
          (AOL)}", ,40,1993,article,http://www.bibsonomy.org/api/tags/importedimported,6ecae6463d9572b769e7202fb2fc711c, , 
 , ,Alexander Aiken and Brian R. Murphy,POPL, , , , , , , , , , , , , , , , ,Static Type Inference in a Dynamically Typed Language., , ,1991,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c28249848f7d8237a509dacc19b785c9, , 
 , ,Blaise W. Liffick and Robert Aiken,ITiCSE, ,conf/iticse/1996, ,Lillian (Boots) Cassel, , , , , , , , , ,ACM, , ,A novice programmer's support environment., , ,1996,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,d4a0245e2f580a5a03859cef956c53d1, , 
 , ,Robert M. Aiken, , , , , , , ,SIGCSE Bulletin, , , ,4, , , , , ,A Skeptic Assesses the Net as a Resource for Teaching., ,31,1999,article,http://www.bibsonomy.org/api/tags/dblpdblp,692897101f0ab68bb997f6c3697014ec, , 
 , ,Alexander Aiken, , , , , , , ,SIGPLAN Notices, , , ,7, , , , , ,Cool: A Portable Project for Teaching Compiler Construction., ,31,1996,article,http://www.bibsonomy.org/api/tags/dblpdblp,b6ce53a64fcd9ca0bde7e8d6e467967d, , 
